city,phone_service,multiple_lines,internet_service,internet_type,contract_type,"tenure (months)",customer_status
Fresno,Yes,No,Yes,"Fiber Optic",Month-to-Month,15,Churned
Modesto,Yes,No,No,None,Month-to-Month,1,Churned
"San Francisco",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,3,Churned
"San Diego",Yes,No,Yes,Cable,Month-to-Month,37,Churned
Bieber,Yes,No,Yes,DSL,"One Year",22,Churned
"South Pasadena",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,32,Churned
"San Francisco",No,No,Yes,Cable,Month-to-Month,3,Churned
Zenia,Yes,No,Yes,"Fiber Optic",Month-to-Month,15,Churned
"Saint Helena",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,33,Churned
Brownsville,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
Stockton,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,29,Churned
Sacramento,Yes,No,Yes,DSL,"One Year",66,Stayed
Fresno,Yes,No,Yes,DSL,Month-to-Month,42,Stayed
Temecula,Yes,Yes,Yes,"Fiber Optic","One Year",58,Stayed
"Santa Paula",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,65,Churned
"San Jose",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,46,Stayed
"Castro Valley",Yes,No,No,None,"One Year",45,Stayed
"San Diego",Yes,No,Yes,DSL,Month-to-Month,10,Churned
Redlands,Yes,No,Yes,Cable,Month-to-Month,1,Churned
"San Diego",Yes,No,Yes,"Fiber Optic",Month-to-Month,18,Stayed
Weed,Yes,Yes,Yes,"Fiber Optic","One Year",51,Stayed
Indio,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,8,Churned
Berkeley,Yes,Yes,Yes,Cable,"One Year",57,Stayed
Placerville,Yes,No,Yes,"Fiber Optic","One Year",10,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,35,Stayed
Pomona,Yes,No,Yes,DSL,Month-to-Month,9,Stayed
Novato,Yes,No,No,None,"One Year",24,Stayed
"Costa Mesa",Yes,Yes,Yes,Cable,"One Year",35,Churned
Brawley,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,27,Stayed
"San Diego",Yes,No,Yes,DSL,Month-to-Month,10,Stayed
"Twentynine Palms",Yes,Yes,Yes,Cable,"One Year",55,Stayed
Linden,No,No,Yes,DSL,"One Year",31,Stayed
"Rowland Heights",Yes,Yes,Yes,Cable,Month-to-Month,13,Churned
"Trinity Center",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,14,Churned
Soquel,No,No,Yes,DSL,Month-to-Month,57,Stayed
"Los Angeles",Yes,No,No,None,Month-to-Month,21,Stayed
Hughson,Yes,No,Yes,"Fiber Optic",Month-to-Month,9,Churned
Anaheim,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Forbestown,Yes,No,Yes,DSL,Month-to-Month,8,Stayed
Midpines,Yes,No,Yes,DSL,"One Year",17,Stayed
Wilseyville,Yes,No,Yes,DSL,"One Year",13,Stayed
"San Jose",Yes,No,Yes,DSL,Month-to-Month,19,Stayed
Pasadena,Yes,No,Yes,Cable,Month-to-Month,13,Stayed
"Union City",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,31,Churned
Oceanside,Yes,Yes,Yes,"Fiber Optic","One Year",61,Stayed
Selma,Yes,Yes,Yes,Cable,Month-to-Month,7,Churned
Smartville,Yes,No,Yes,"Fiber Optic",Month-to-Month,13,Stayed
Jackson,Yes,No,Yes,"Fiber Optic",Month-to-Month,22,Churned
"San Marcos",No,No,Yes,DSL,"One Year",32,Stayed
Sacramento,Yes,No,No,None,"One Year",43,Stayed
"Chula Vista",Yes,No,Yes,DSL,Month-to-Month,3,Churned
"Los Angeles",Yes,No,Yes,DSL,Month-to-Month,1,Churned
"Santa Monica",Yes,No,Yes,Cable,"One Year",62,Stayed
Marina,Yes,No,Yes,"Fiber Optic",Month-to-Month,15,Churned
"Mount Shasta",No,No,Yes,DSL,Month-to-Month,19,Stayed
"Los Angeles",Yes,No,Yes,DSL,Month-to-Month,2,Churned
Tahoma,No,No,Yes,DSL,Month-to-Month,5,Churned
"Porter Ranch",Yes,No,Yes,DSL,Month-to-Month,1,Churned
Marina,Yes,No,Yes,"Fiber Optic",Month-to-Month,4,Churned
Castaic,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,36,Churned
"Newport Beach",Yes,No,No,None,Month-to-Month,5,Stayed
"Rancho Cucamonga",Yes,No,No,None,Month-to-Month,10,Stayed
Newcastle,No,No,Yes,DSL,Month-to-Month,2,Churned
Templeton,Yes,No,Yes,"Fiber Optic",Month-to-Month,14,Churned
Kneeland,Yes,Yes,Yes,"Fiber Optic","One Year",60,Stayed
Tulelake,Yes,Yes,No,None,Month-to-Month,10,Stayed
"San Francisco",Yes,No,Yes,DSL,Month-to-Month,6,Churned
Dobbins,Yes,Yes,Yes,"Fiber Optic","One Year",58,Churned
Flournoy,Yes,Yes,Yes,DSL,Month-to-Month,16,Stayed
Irvine,No,No,Yes,Cable,Month-to-Month,29,Stayed
"Kettleman City",Yes,Yes,Yes,"Fiber Optic","One Year",52,Stayed
Olancha,No,No,Yes,DSL,Month-to-Month,4,Stayed
Corning,Yes,No,No,None,Month-to-Month,5,Stayed
"San Jose",Yes,Yes,Yes,DSL,"One Year",50,Stayed
"Trabuco Canyon",Yes,No,Yes,Cable,Month-to-Month,7,Stayed
Irvine,Yes,No,Yes,DSL,Month-to-Month,21,Stayed
"Strawberry Valley",Yes,No,Yes,"Fiber Optic",Month-to-Month,2,Churned
Cerritos,Yes,No,No,None,"One Year",45,Churned
"Carmel Valley",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
Oakland,Yes,Yes,Yes,"Fiber Optic","One Year",32,Churned
Geyserville,Yes,No,Yes,"Fiber Optic","One Year",26,Stayed
Glendale,Yes,No,No,None,"One Year",61,Stayed
"Crows Landing",Yes,No,Yes,"Fiber Optic",Month-to-Month,42,Churned
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,49,Stayed
"Santa Cruz",Yes,Yes,Yes,DSL,Month-to-Month,37,Stayed
"San Diego",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Glenn,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,38,Stayed
"Douglas City",Yes,No,Yes,"Fiber Optic",Month-to-Month,2,Churned
Berkeley,Yes,No,No,None,"One Year",15,Stayed
Benton,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Mecca,Yes,No,No,None,"One Year",10,Stayed
Reedley,Yes,No,No,None,Month-to-Month,6,Stayed
Calabasas,Yes,Yes,No,None,"One Year",66,Stayed
Campo,Yes,No,Yes,DSL,"One Year",35,Stayed
"Rohnert Park",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,6,Churned
Samoa,Yes,No,Yes,"Fiber Optic",Month-to-Month,15,Stayed
Helendale,Yes,Yes,Yes,"Fiber Optic","One Year",61,Stayed
Inglewood,Yes,No,Yes,Cable,Month-to-Month,22,Stayed
Folsom,Yes,No,Yes,"Fiber Optic","One Year",28,Stayed
Millbrae,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,11,Churned
"Mount Laguna",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,24,Stayed
Paramount,No,No,Yes,Cable,"One Year",36,Stayed
"Saint Helena",Yes,No,Yes,Cable,"One Year",67,Stayed
Torrance,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,21,Churned
Fallbrook,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
Oakland,No,No,Yes,DSL,Month-to-Month,4,Stayed
"Clearlake Oaks",Yes,No,Yes,"Fiber Optic",Month-to-Month,2,Churned
Alameda,Yes,No,No,None,Month-to-Month,12,Stayed
Glendora,Yes,No,No,None,"One Year",7,Stayed
Yorkville,No,No,Yes,DSL,Month-to-Month,1,Churned
"San Anselmo",Yes,No,No,None,Month-to-Month,13,Stayed
"San Diego",Yes,No,Yes,"Fiber Optic",Month-to-Month,15,Churned
"San Pablo",Yes,No,Yes,DSL,Month-to-Month,2,Churned
"Huntington Beach",Yes,No,Yes,"Fiber Optic",Month-to-Month,16,Churned
Pasadena,Yes,Yes,Yes,"Fiber Optic","One Year",65,Stayed
Nipomo,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,32,Churned
Valyermo,Yes,Yes,Yes,"Fiber Optic","One Year",59,Stayed
"Hathaway Pines",Yes,Yes,Yes,"Fiber Optic","One Year",66,Churned
"Paynes Creek",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Torrance,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,57,Churned
Solvang,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,20,Stayed
Burbank,No,No,Yes,Cable,Month-to-Month,1,Churned
"San Diego",Yes,No,No,None,"One Year",24,Stayed
Shoshone,Yes,No,Yes,DSL,"One Year",35,Stayed
"Long Beach",Yes,No,Yes,Cable,Month-to-Month,8,Stayed
"San Ardo",No,No,Yes,DSL,Month-to-Month,21,Stayed
Loomis,Yes,Yes,Yes,Cable,Month-to-Month,56,Churned
Davis,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,13,Churned
"Bella Vista",Yes,No,Yes,DSL,Month-to-Month,30,Stayed
"Canoga Park",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,11,Stayed
"San Jose",No,No,Yes,DSL,Month-to-Month,1,Churned
"California Hot Springs",Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Churned
"Point Reyes Station",Yes,No,Yes,DSL,"One Year",14,Stayed
Brooks,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Brea,Yes,No,No,None,Month-to-Month,1,Churned
"Mountain View",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,50,Churned
Baker,No,No,Yes,DSL,Month-to-Month,4,Churned
Dobbins,Yes,No,Yes,"Fiber Optic","One Year",55,Stayed
Alhambra,Yes,No,Yes,Cable,Month-to-Month,20,Stayed
"Lytle Creek",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,7,Churned
Hayward,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,31,Churned
Avenal,No,No,Yes,Cable,Month-to-Month,3,Churned
"Van Nuys",Yes,Yes,No,None,"One Year",12,Stayed
Fullerton,Yes,No,No,None,Month-to-Month,17,Stayed
"Long Beach",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,7,Churned
"Somes Bar",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,66,Churned
"San Leandro",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,35,Churned
"Walnut Creek",Yes,No,Yes,"Fiber Optic",Month-to-Month,16,Stayed
Inverness,No,No,Yes,Cable,Month-to-Month,16,Stayed
"Bass Lake",Yes,No,No,None,Month-to-Month,10,Stayed
Pasadena,Yes,Yes,Yes,DSL,"One Year",71,Stayed
"Meadow Vista",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,17,Stayed
Arcadia,Yes,No,Yes,"Fiber Optic",Month-to-Month,4,Stayed
"San Diego",Yes,Yes,Yes,Cable,Month-to-Month,23,Churned
"San Gabriel",Yes,Yes,Yes,"Fiber Optic","One Year",40,Stayed
Lindsay,Yes,No,Yes,DSL,Month-to-Month,4,Churned
Oakland,Yes,No,Yes,DSL,"One Year",12,Churned
"Mission Viejo",Yes,No,Yes,Cable,Month-to-Month,59,Stayed
"San Francisco",Yes,Yes,Yes,"Fiber Optic","One Year",72,Stayed
Sacramento,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,69,Stayed
"Los Angeles",Yes,No,Yes,DSL,Month-to-Month,2,Churned
"Camp Nelson",Yes,Yes,Yes,"Fiber Optic","One Year",54,Churned
Camarillo,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Fresno,Yes,Yes,Yes,DSL,Month-to-Month,14,Stayed
"Long Beach",Yes,Yes,Yes,Cable,Month-to-Month,7,Churned
Hawthorne,Yes,Yes,Yes,Cable,Month-to-Month,1,Churned
Camptonville,Yes,No,Yes,"Fiber Optic",Month-to-Month,17,Churned
Fullerton,Yes,Yes,Yes,"Fiber Optic","One Year",72,Churned
"Hermosa Beach",Yes,Yes,No,None,"One Year",45,Stayed
Millville,Yes,No,Yes,DSL,Month-to-Month,16,Stayed
"Los Angeles",Yes,No,Yes,DSL,Month-to-Month,1,Churned
Palmdale,No,No,Yes,DSL,Month-to-Month,68,Stayed
Atwater,No,No,Yes,DSL,Month-to-Month,67,Stayed
Herlong,Yes,Yes,Yes,Cable,"One Year",10,Stayed
Pearblossom,Yes,No,No,None,Month-to-Month,1,Churned
Doyle,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,12,Churned
Stockton,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,4,Stayed
"Los Altos",Yes,No,Yes,"Fiber Optic",Month-to-Month,6,Churned
"Warner Springs",Yes,No,Yes,"Fiber Optic",Month-to-Month,9,Stayed
Cotati,Yes,Yes,Yes,DSL,"One Year",60,Stayed
"Scotts Valley",Yes,Yes,Yes,DSL,Month-to-Month,26,Stayed
Herald,Yes,No,Yes,Cable,Month-to-Month,50,Churned
Campo,Yes,No,Yes,DSL,Month-to-Month,1,Churned
Sacramento,Yes,No,Yes,Cable,"One Year",41,Stayed
"Long Barn",Yes,No,Yes,"Fiber Optic","One Year",53,Churned
"Foothill Ranch",Yes,No,Yes,"Fiber Optic","One Year",4,Churned
Willits,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,45,Stayed
Pinecrest,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,23,Churned
"Twentynine Palms",Yes,Yes,No,None,"One Year",44,Stayed
"Burnt Ranch",No,No,Yes,DSL,"One Year",42,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,26,Churned
"San Jose",Yes,No,Yes,DSL,Month-to-Month,12,Churned
"Sherman Oaks",Yes,Yes,Yes,"Fiber Optic","One Year",47,Stayed
Ontario,Yes,No,Yes,DSL,Month-to-Month,1,Churned
"Santa Maria",Yes,No,Yes,DSL,Month-to-Month,9,Stayed
"San Diego",Yes,No,Yes,DSL,Month-to-Month,24,Churned
Chester,Yes,No,Yes,DSL,"One Year",57,Stayed
"Cathedral City",Yes,Yes,Yes,"Fiber Optic","One Year",42,Stayed
"Hermosa Beach",Yes,No,Yes,"Fiber Optic",Month-to-Month,20,Stayed
"San Francisco",Yes,No,Yes,"Fiber Optic","One Year",23,Stayed
Modesto,Yes,No,Yes,"Fiber Optic",Month-to-Month,28,Stayed
Aguanga,Yes,Yes,Yes,DSL,"One Year",70,Stayed
Shingletown,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,28,Churned
Berkeley,Yes,No,Yes,"Fiber Optic",Month-to-Month,11,Stayed
"Palo Alto",Yes,No,Yes,DSL,Month-to-Month,58,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,30,Churned
"Warner Springs",Yes,No,No,None,Month-to-Month,5,Stayed
Bakersfield,Yes,No,No,None,Month-to-Month,8,Stayed
Madera,Yes,No,No,None,"One Year",36,Stayed
Denair,Yes,Yes,Yes,Cable,Month-to-Month,42,Churned
Washington,Yes,No,No,None,"One Year",26,Stayed
Sonoma,Yes,No,Yes,"Fiber Optic",Month-to-Month,9,Stayed
"Corona Del Mar",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"La Canada Flintridge",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,37,Churned
Atwater,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,6,Churned
Ballico,Yes,No,Yes,"Fiber Optic",Month-to-Month,8,Churned
"Soda Springs",No,No,Yes,Cable,Month-to-Month,60,Stayed
"Pollock Pines",Yes,Yes,Yes,Cable,"One Year",38,Stayed
Sacramento,Yes,No,Yes,"Fiber Optic",Month-to-Month,58,Stayed
Crockett,Yes,Yes,Yes,Cable,Month-to-Month,25,Stayed
"Santa Cruz",Yes,No,Yes,Cable,Month-to-Month,19,Stayed
Tracy,Yes,No,Yes,Cable,"One Year",31,Stayed
Groveland,Yes,No,Yes,"Fiber Optic",Month-to-Month,25,Churned
Yucaipa,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,56,Stayed
Norwalk,Yes,No,Yes,DSL,Month-to-Month,27,Stayed
Kneeland,Yes,No,Yes,Cable,Month-to-Month,21,Stayed
Berkeley,Yes,No,Yes,"Fiber Optic",Month-to-Month,19,Churned
Fallbrook,Yes,Yes,Yes,Cable,Month-to-Month,7,Churned
Courtland,Yes,No,No,None,Month-to-Month,22,Stayed
"Los Angeles",Yes,No,No,None,Month-to-Month,6,Stayed
"Moreno Valley",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,29,Churned
Redcrest,No,No,Yes,DSL,"One Year",31,Stayed
Comptche,No,No,Yes,DSL,Month-to-Month,2,Churned
"Fall River Mills",No,No,Yes,Cable,"One Year",41,Stayed
Irvine,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,36,Churned
"San Miguel",Yes,No,No,None,Month-to-Month,18,Stayed
Ojai,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,7,Stayed
"Diamond Bar",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,7,Stayed
Redding,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,52,Stayed
"Canyon Country",Yes,No,No,None,Month-to-Month,11,Stayed
Colton,Yes,No,Yes,"Fiber Optic",Month-to-Month,33,Stayed
"Mira Loma",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,52,Stayed
Randsburg,Yes,No,Yes,DSL,Month-to-Month,36,Stayed
"San Francisco",Yes,No,Yes,DSL,Month-to-Month,1,Churned
"Rancho Cucamonga",Yes,No,Yes,"Fiber Optic","One Year",51,Stayed
Modesto,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,31,Churned
Burbank,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,11,Churned
Paicines,Yes,No,No,None,Month-to-Month,16,Stayed
"Los Angeles",Yes,Yes,Yes,DSL,Month-to-Month,13,Stayed
"San Pedro",Yes,Yes,Yes,DSL,Month-to-Month,8,Churned
"San Jose",No,No,Yes,DSL,"One Year",19,Churned
Acton,Yes,Yes,Yes,"Fiber Optic","One Year",38,Stayed
Oceanside,Yes,No,No,None,Month-to-Month,9,Churned
"Hawaiian Gardens",Yes,No,Yes,Cable,"One Year",34,Stayed
Glencoe,Yes,No,Yes,"Fiber Optic",Month-to-Month,3,Churned
"Redwood City",Yes,Yes,Yes,"Fiber Optic","One Year",55,Churned
Potrero,Yes,Yes,Yes,Cable,"One Year",48,Stayed
"Manhattan Beach",Yes,No,No,None,"One Year",20,Stayed
Temecula,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,21,Churned
Fawnskin,Yes,Yes,Yes,"Fiber Optic","One Year",34,Stayed
"Sheep Ranch",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
Rialto,Yes,No,Yes,Cable,Month-to-Month,24,Stayed
"Emigrant Gap",Yes,No,Yes,DSL,"One Year",39,Churned
Menifee,Yes,Yes,Yes,DSL,"One Year",29,Stayed
Daggett,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"La Palma",Yes,No,Yes,"Fiber Optic",Month-to-Month,10,Churned
Surfside,Yes,Yes,Yes,DSL,"One Year",56,Stayed
"San Diego",Yes,No,Yes,"Fiber Optic","One Year",7,Stayed
"West Hills",No,No,Yes,DSL,"One Year",69,Stayed
Cressey,Yes,Yes,No,None,"One Year",4,Stayed
"Culver City",Yes,No,Yes,"Fiber Optic",Month-to-Month,9,Churned
"Redwood City",Yes,Yes,Yes,"Fiber Optic","One Year",35,Stayed
"Ben Lomond",Yes,Yes,No,None,"One Year",58,Stayed
Orinda,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,9,Stayed
"Pinon Hills",Yes,Yes,Yes,DSL,"One Year",12,Stayed
Lockwood,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,22,Churned
Pasadena,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,47,Stayed
"Temple City",Yes,No,Yes,DSL,Month-to-Month,5,Stayed
"Davis Creek",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,4,Stayed
"West Point",No,No,Yes,DSL,Month-to-Month,52,Stayed
Riverside,Yes,No,Yes,Cable,Month-to-Month,28,Stayed
"Santa Monica",Yes,Yes,Yes,Cable,"One Year",55,Stayed
"Joshua Tree",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,51,Stayed
Geyserville,No,No,Yes,DSL,Month-to-Month,51,Stayed
"Santa Clara",No,No,Yes,DSL,Month-to-Month,31,Churned
"Oak View",Yes,No,Yes,"Fiber Optic",Month-to-Month,3,Churned
"Los Angeles",Yes,No,No,None,Month-to-Month,5,Churned
"Mission Hills",Yes,No,Yes,"Fiber Optic",Month-to-Month,52,Churned
Fresno,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,5,Churned
Berkeley,Yes,No,Yes,"Fiber Optic",Month-to-Month,8,Churned
"San Diego",Yes,No,Yes,"Fiber Optic",Month-to-Month,13,Churned
Fellows,Yes,No,No,None,Month-to-Month,8,Churned
Oxnard,Yes,No,No,None,"One Year",51,Stayed
"Los Angeles",Yes,Yes,No,None,Month-to-Month,35,Stayed
"Palm Desert",Yes,Yes,No,None,"One Year",46,Stayed
Beaumont,Yes,No,Yes,DSL,"One Year",41,Churned
Whittier,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,54,Stayed
Redcrest,No,No,Yes,Cable,Month-to-Month,12,Stayed
Durham,Yes,No,No,None,Month-to-Month,10,Stayed
"Los Angeles",Yes,No,Yes,"Fiber Optic",Month-to-Month,21,Stayed
Weaverville,Yes,No,Yes,"Fiber Optic",Month-to-Month,31,Churned
Berkeley,Yes,No,Yes,"Fiber Optic",Month-to-Month,3,Churned
"Forks Of Salmon",Yes,Yes,Yes,"Fiber Optic","One Year",63,Stayed
Compton,Yes,Yes,Yes,DSL,"One Year",36,Stayed
Lakewood,Yes,No,Yes,"Fiber Optic","One Year",46,Churned
Sunland,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,57,Stayed
Murphys,Yes,Yes,Yes,Cable,"One Year",26,Stayed
"San Diego",Yes,No,Yes,Cable,Month-to-Month,10,Churned
Oakland,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,63,Stayed
Fremont,Yes,No,Yes,"Fiber Optic",Month-to-Month,5,Churned
"North Hollywood",Yes,No,Yes,DSL,Month-to-Month,1,Churned
Aromas,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,59,Stayed
Hydesville,Yes,No,No,None,Month-to-Month,2,Churned
Stanford,No,No,Yes,DSL,"One Year",12,Stayed
"Lucerne Valley",Yes,No,Yes,Cable,Month-to-Month,1,Churned
"Los Angeles",Yes,No,No,None,Month-to-Month,28,Stayed
Byron,Yes,No,Yes,DSL,Month-to-Month,2,Churned
Fallbrook,Yes,No,Yes,"Fiber Optic",Month-to-Month,4,Churned
Vacaville,Yes,No,No,None,Month-to-Month,1,Churned
"Raisin City",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,61,Stayed
"San Bernardino",Yes,No,Yes,DSL,"One Year",21,Stayed
"French Camp",Yes,No,Yes,DSL,Month-to-Month,8,Stayed
"El Centro",Yes,Yes,Yes,DSL,"One Year",68,Stayed
"San Francisco",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,4,Churned
Salinas,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,6,Churned
Dunnigan,Yes,No,Yes,"Fiber Optic",Month-to-Month,5,Churned
Callahan,Yes,No,Yes,Cable,Month-to-Month,1,Churned
Elverta,Yes,Yes,Yes,"Fiber Optic","One Year",61,Stayed
Sacramento,Yes,No,Yes,"Fiber Optic",Month-to-Month,30,Churned
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,17,Churned
Woodland,Yes,No,Yes,DSL,Month-to-Month,6,Churned
Fresno,Yes,Yes,Yes,"Fiber Optic","One Year",60,Stayed
Olema,Yes,Yes,Yes,"Fiber Optic","One Year",68,Churned
Casmalia,Yes,No,No,None,Month-to-Month,1,Churned
"Morro Bay",Yes,No,Yes,DSL,Month-to-Month,5,Stayed
Dinuba,No,No,Yes,Cable,Month-to-Month,6,Stayed
Potrero,Yes,Yes,Yes,"Fiber Optic","One Year",66,Stayed
"Walnut Grove",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"Daly City",Yes,No,Yes,"Fiber Optic",Month-to-Month,8,Churned
Nuevo,Yes,Yes,Yes,Cable,Month-to-Month,24,Stayed
"San Bernardino",Yes,No,Yes,Cable,Month-to-Month,8,Stayed
Covina,No,No,Yes,Cable,Month-to-Month,38,Stayed
"Tahoe City",Yes,Yes,Yes,"Fiber Optic","One Year",68,Stayed
Biola,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,9,Churned
"El Sobrante",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,19,Churned
Sacramento,Yes,No,Yes,Cable,Month-to-Month,9,Stayed
"Newport Beach",Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Churned
Madera,Yes,Yes,Yes,Cable,Month-to-Month,40,Churned
"Fields Landing",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,3,Churned
Weldon,No,No,Yes,DSL,"One Year",28,Stayed
Modesto,Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Stayed
"San Carlos",Yes,No,No,None,"One Year",7,Stayed
Loyalton,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,15,Stayed
"Temple City",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,9,Stayed
"San Francisco",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,16,Stayed
"Belvedere Tiburon",Yes,No,No,None,"One Year",69,Stayed
"Santa Barbara",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,53,Churned
Llano,No,No,Yes,DSL,Month-to-Month,10,Stayed
"Yuba City",No,No,Yes,DSL,Month-to-Month,26,Stayed
"Van Nuys",Yes,No,No,None,"One Year",16,Stayed
"San Bruno",Yes,No,Yes,Cable,Month-to-Month,12,Churned
"Palo Alto",Yes,No,Yes,DSL,Month-to-Month,17,Stayed
"Rowland Heights",Yes,No,Yes,DSL,Month-to-Month,1,Churned
Encino,Yes,No,No,None,"One Year",10,Stayed
Avery,Yes,No,Yes,DSL,Month-to-Month,7,Stayed
"San Diego",Yes,Yes,Yes,DSL,"One Year",68,Churned
Likely,Yes,No,No,None,"One Year",13,Stayed
Newhall,Yes,Yes,Yes,"Fiber Optic","One Year",70,Stayed
Concord,No,No,Yes,Cable,Month-to-Month,7,Churned
Buttonwillow,Yes,No,Yes,DSL,Month-to-Month,5,Stayed
"Paynes Creek",Yes,No,Yes,DSL,Month-to-Month,10,Stayed
"Pacific Palisades",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,19,Churned
Vallejo,Yes,No,Yes,DSL,"One Year",39,Stayed
Cazadero,Yes,No,Yes,"Fiber Optic",Month-to-Month,20,Stayed
"Moreno Valley",Yes,No,Yes,"Fiber Optic","One Year",20,Stayed
Carlotta,Yes,No,Yes,DSL,Month-to-Month,21,Stayed
Garberville,Yes,No,Yes,"Fiber Optic",Month-to-Month,2,Churned
"Santa Monica",Yes,No,Yes,DSL,"One Year",48,Stayed
Mariposa,Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Stayed
Mentone,Yes,Yes,Yes,DSL,Month-to-Month,1,Churned
"Van Nuys",Yes,Yes,Yes,"Fiber Optic","One Year",53,Stayed
Quincy,Yes,No,Yes,DSL,Month-to-Month,1,Churned
Monrovia,Yes,No,Yes,DSL,Month-to-Month,27,Stayed
